Unit,Cycle,OpSet1,OpSet2,OpSet3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Label_RUL_30,Source
54,13,35.0055,0.84,100.0,449.44,555.62,1364.76,1133.32,5.48,8.0,194.89,2222.86,8351.3,1.02,41.87,183.27,2387.95,8061.71,9.3065,0.02,333,2223,100.0,14.66,8.7777,0,Resampled
183,14,34.9995,0.84,100.0,449.44,555.56,1362.28,1133.19,5.48,8.0,194.44,2222.7,8334.34,1.02,41.81,183.39,2387.82,8050.74,9.3179,0.02,333,2223,100.0,14.89,8.9245,0,Resampled
209,46,0.0007,0.0,100.0,518.67,642.28,1587.49,1416.12,14.62,21.61,553.63,2388.17,9064.7,1.3,47.53,521.18,2388.1,8131.33,8.4555,0.03,393,2388,100.0,38.83,23.2941,0,Resampled
232,203,20.0013,0.7,100.0,491.19,607.83,1493.93,1259.14,9.35,13.66,333.69,2324.23,8751.6,1.07,44.64,314.25,2388.37,8083.27,9.2385,0.03,369,2324,100.0,24.22,14.5788,0,Resampled
163,144,20.0,0.7004,100.0,491.19,606.96,1490.38,1256.13,9.35,13.65,334.7,2324.04,8734.41,1.08,44.49,315.63,2388.17,8074.88,9.2143,0.02,365,2324,100.0,24.3,14.7367,0,Resampled
216,11,20.0038,0.7,100.0,491.19,607.03,1484.37,1250.15,9.35,13.65,334.9,2323.9,8721.13,1.08,44.24,315.75,2388.07,8059.44,9.2292,0.02,365,2324,100.0,24.56,14.6731,0,Resampled
129,167,0.0027,0.0,100.0,518.67,642.46,1594.71,1408.3,14.62,21.61,553.17,2388.15,9062.68,1.3,47.66,520.99,2388.14,8135.76,8.4653,0.03,394,2388,100.0,38.74,23.2344,0,Resampled
106,12,25.0043,0.62,60.0,462.54,536.42,1258.07,1050.8,7.05,9.02,175.39,1915.13,8004.46,0.94,36.67,164.48,2028.01,7862.42,10.9126,0.02,307,1915,84.93,14.28,8.6338,0,Resampled
127,38,35.0003,0.84,100.0,449.44,555.13,1366.91,1120.61,5.48,8.0,195.48,2222.97,8340.61,1.02,41.57,183.61,2387.97,8064.15,9.2755,0.02,334,2223,100.0,14.86,8.9823,0,Resampled
13,51,35.0075,0.8401,100.0,449.44,555.39,1361.19,1120.85,5.48,8.0,194.18,2222.88,8347.69,1.02,41.61,183.39,2388.05,8071.75,9.3092,0.02,331,2223,100.0,14.9,8.9823,0,Resampled
136,26,10.0014,0.25,100.0,489.05,604.47,1500.03,1300.15,10.52,15.49,395.1,2318.86,8780.47,1.26,45.32,371.63,2388.07,8127.85,8.6305,0.03,369,2319,100.0,28.74,17.0699,0,Resampled
100,98,42.0078,0.84,100.0,445.0,549.99,1353.93,1124.37,3.91,5.72,138.8,2212.16,8330.95,1.02,42.02,130.45,2388.2,8095.57,9.3658,0.02,330,2212,100.0,10.62,6.431,0,Resampled
260,275,10.0003,0.2512,100.0,489.05,605.22,1507.86,1313.19,10.52,15.5,393.02,2319.02,8853.82,1.26,45.65,371.15,2388.27,8184.46,8.7091,0.03,372,2319,100.0,28.55,17.1098,0,Resampled
3,115,0.0018,0.0003,100.0,518.67,642.78,1591.77,1404.19,14.62,21.61,553.91,2388.04,9059.57,1.3,47.44,521.38,2388.07,8143.45,8.419,0.03,392,2388,100.0,38.87,23.2885,0,Resampled
228,20,24.9996,0.6211,60.0,462.54,537.36,1270.53,1047.12,7.05,9.02,174.75,1915.16,8000.12,0.94,36.76,164.41,2027.99,7862.01,10.9285,0.02,308,1915,84.93,14.28,8.5614,0,Resampled
210,117,42.0071,0.8404,100.0,445.0,549.85,1358.63,1123.29,3.91,5.72,138.25,2211.99,8320.33,1.02,42.3,130.69,2388.03,8085.76,9.386,0.02,332,2212,100.0,10.53,6.4406,0,Resampled
162,54,35.0069,0.84,100.0,449.44,556.0,1356.33,1125.89,5.48,8.0,195.27,2223.07,8364.54,1.02,42.07,183.52,2388.2,8072.66,9.3267,0.02,334,2223,100.0,14.85,8.9328,0,Resampled
144,70,41.9991,0.8408,100.0,445.0,549.97,1358.08,1132.5,3.91,5.72,137.74,2211.67,8316.02,1.02,42.22,130.27,2387.67,8070.92,9.3648,0.02,330,2212,100.0,10.58,6.2955,0,Resampled
209,95,10.0063,0.2508,100.0,489.05,605.15,1496.79,1310.32,10.52,15.49,394.78,2319.02,8778.69,1.26,45.53,371.15,2388.17,8128.32,8.6779,0.03,370,2319,100.0,28.43,17.1385,0,Resampled
200,45,0.0003,0.0,100.0,518.67,643.13,1583.4,1410.58,14.62,21.61,554.44,2388.16,9055.15,1.3,47.39,521.97,2388.12,8133.35,8.4089,0.03,393,2388,100.0,38.85,23.2837,0,Resampled
135,129,0.0001,0.0013,100.0,518.67,642.6,1583.97,1402.47,14.62,21.61,553.76,2388.09,9058.34,1.3,47.38,521.94,2388.08,8141.28,8.4375,0.03,391,2388,100.0,39.22,23.3277,0,Resampled
216,128,25.006,0.6203,60.0,462.54,536.87,1263.42,1049.54,7.05,9.02,175.36,1915.31,8004.35,0.94,36.71,165.19,2028.24,7875.23,10.8768,0.02,310,1915,84.93,14.35,8.5695,0,Resampled
57,106,35.0067,0.84,100.0,449.44,556.07,1376.04,1135.4,5.48,8.0,194.24,2222.99,8355.24,1.02,42.05,183.13,2388.15,8071.67,9.3474,0.02,334,2223,100.0,14.9,8.8967,0,Resampled
228,172,10.0011,0.2514,100.0,489.05,605.5,1496.61,1319.81,10.52,15.49,394.23,2318.96,8787.01,1.26,45.56,371.38,2388.21,8131.45,8.6736,0.03,370,2319,100.0,28.56,17.0956,0,Resampled
72,117,25.0034,0.62,60.0,462.54,537.4,1269.43,1052.72,7.05,9.03,175.28,1915.23,8009.71,0.93,36.95,165.15,2028.12,7868.17,10.8956,0.02,308,1915,84.93,14.15,8.5044,0,Resampled
126,105,42.0052,0.8407,100.0,445.0,549.69,1353.92,1126.88,3.91,5.72,138.28,2212.0,8334.61,1.02,42.11,130.2,2388.08,8097.74,9.3631,0.02,332,2212,100.0,10.67,6.2253,0,Resampled
68,49,42.0062,0.8416,100.0,445.0,549.31,1354.83,1127.94,3.91,5.72,139.55,2212.12,8333.0,1.02,41.9,130.66,2388.21,8096.79,9.3596,0.02,331,2212,100.0,10.53,6.4145,0,Resampled
95,65,25.0061,0.6214,60.0,462.54,536.59,1258.34,1035.15,7.05,9.03,175.19,1915.44,8016.28,0.94,36.61,164.4,2028.24,7879.26,10.8664,0.02,308,1915,84.93,14.21,8.6772,0,Resampled
207,59,10.001,0.251,100.0,489.05,604.64,1504.26,1309.79,10.52,15.49,395.59,2318.96,8779.71,1.26,45.3,371.63,2388.07,8134.39,8.6552,0.03,368,2319,100.0,28.37,17.1822,0,Resampled
127,154,20.0044,0.701,100.0,491.19,607.39,1485.73,1250.92,9.35,13.65,335.31,2323.94,8719.91,1.08,44.38,314.97,2388.07,8055.25,9.2098,0.02,365,2324,100.0,24.57,14.7841,0,Resampled
87,86,0.0015,0.0,100.0,518.67,642.07,1590.51,1405.9,14.62,21.61,554.15,2388.07,9072.55,1.3,47.18,522.24,2388.0,8146.23,8.3936,0.03,393,2388,100.0,38.92,23.2922,0,Resampled
204,75,35.0049,0.8419,100.0,449.44,556.29,1368.87,1133.61,5.48,8.0,194.56,2223.05,8356.95,1.02,42.06,183.09,2388.11,8070.38,9.3048,0.02,334,2223,100.0,14.97,8.922,0,Resampled
26,120,24.9993,0.62,60.0,462.54,537.17,1262.37,1054.18,7.05,9.03,176.14,1915.39,8008.34,0.94,36.84,165.01,2028.28,7881.35,10.931,0.02,309,1915,84.93,14.33,8.5659,0,Resampled
81,69,35.0038,0.84,100.0,449.44,555.58,1363.22,1135.75,5.48,8.0,194.11,2223.16,8361.64,1.02,41.71,183.15,2388.23,8075.83,9.3053,0.02,333,2223,100.0,14.94,8.9697,0,Resampled
145,122,25.0007,0.62,60.0,462.54,536.22,1251.55,1038.38,7.05,9.03,176.43,1915.5,8019.47,0.94,36.65,164.96,2028.42,7887.79,10.8693,0.02,306,1915,84.93,14.36,8.5736,0,Resampled
85,269,0.0026,0.0,100.0,518.67,643.12,1594.88,1420.95,14.62,21.61,552.91,2388.17,9051.19,1.3,47.8,520.13,2388.15,8129.37,8.4823,0.03,396,2388,100.0,38.59,23.1477,0,Resampled
25,152,19.9982,0.7013,100.0,491.19,608.4,1489.02,1254.57,9.35,13.66,334.32,2323.96,8730.65,1.08,44.6,314.78,2388.09,8055.26,9.2558,0.02,365,2324,100.0,24.48,14.5422,0,Resampled
152,147,42.0028,0.8419,100.0,445.0,549.8,1351.54,1132.72,3.91,5.72,138.54,2211.72,8318.42,1.02,42.33,130.25,2387.7,8078.63,9.3888,0.02,333,2212,100.0,10.44,6.3691,0,Resampled
245,1,25.0009,0.6202,60.0,462.54,537.15,1260.2,1045.09,7.05,9.03,174.67,1915.44,8015.24,0.94,36.7,164.61,2028.26,7879.49,10.9139,0.02,307,1915,84.93,14.29,8.4245,0,Resampled
18,177,10.0077,0.2513,100.0,489.05,605.84,1507.46,1324.7,10.52,15.5,394.26,2319.09,8773.14,1.26,45.69,370.87,2388.25,8122.31,8.6976,0.03,371,2319,100.0,28.44,17.0969,0,Resampled
209,141,41.9981,0.84,100.0,445.0,549.76,1362.06,1138.56,3.91,5.72,138.29,2211.83,8336.73,1.02,42.16,130.33,2387.93,8082.19,9.4153,0.02,332,2212,100.0,10.56,6.4636,0,Resampled
108,84,20.0045,0.701,100.0,491.19,607.58,1487.61,1254.52,9.35,13.66,334.89,2323.97,8717.63,1.08,44.77,314.79,2388.09,8050.3,9.2426,0.03,365,2324,100.0,24.45,14.5982,0,Resampled
171,6,20.0044,0.701,100.0,491.19,606.79,1484.87,1243.28,9.35,13.65,334.71,2323.93,8724.76,1.08,44.21,315.37,2388.09,8071.74,9.1861,0.02,365,2324,100.0,24.55,14.7523,0,Resampled
190,199,34.9992,0.84,100.0,449.44,556.39,1356.77,1132.72,5.48,8.0,194.62,2222.84,8341.1,1.02,41.99,182.65,2387.85,8057.71,9.3434,0.02,336,2223,100.0,14.7,8.8463,0,Resampled
83,132,10.0053,0.25,100.0,489.05,605.42,1506.71,1319.28,10.52,15.5,394.04,2319.08,8767.45,1.26,45.76,370.85,2388.25,8113.43,8.6702,0.03,373,2319,100.0,28.39,17.0314,0,Resampled
240,172,35.0074,0.8408,100.0,449.44,556.15,1370.74,1125.69,5.48,8.0,194.13,2223.05,8348.65,1.02,41.84,183.28,2388.08,8067.63,9.359,0.02,334,2223,100.0,14.9,8.8423,0,Resampled
23,40,42.0022,0.8415,100.0,445.0,549.67,1350.33,1119.5,3.91,5.71,138.21,2211.93,8319.84,1.02,41.99,130.77,2388.05,8088.7,9.358,0.02,330,2212,100.0,10.62,6.3762,0,Resampled
31,273,41.9986,0.841,100.0,445.0,549.63,1359.42,1130.52,3.91,5.72,138.56,2212.32,8353.09,1.02,42.2,130.61,2388.43,8109.77,9.4093,0.02,332,2212,100.0,10.44,6.2845,0,Resampled
255,201,25.001,0.62,60.0,462.54,536.77,1258.75,1039.22,7.05,9.03,175.48,1915.48,8019.57,0.94,36.81,164.34,2028.38,7884.59,10.8954,0.02,308,1915,84.93,14.2,8.6223,0,Resampled
247,60,9.9999,0.2502,100.0,489.05,604.64,1505.7,1308.08,10.52,15.49,394.21,2318.99,8769.85,1.26,45.56,371.45,2388.11,8121.3,8.6668,0.03,370,2319,100.0,28.62,17.1078,0,Resampled
259,71,10.0041,0.25,100.0,489.05,604.6,1503.43,1294.7,10.52,15.49,394.57,2318.89,8782.22,1.26,45.17,371.67,2388.05,8137.45,8.632,0.03,369,2319,100.0,28.54,17.2785,0,Resampled
182,29,42.0003,0.84,100.0,445.0,549.2,1341.79,1125.21,3.91,5.71,138.41,2212.06,8327.56,1.02,41.92,130.69,2388.17,8093.73,9.3411,0.02,329,2212,100.0,10.64,6.3937,0,Resampled
208,5,42.005,0.84,100.0,445.0,549.7,1358.46,1125.26,3.91,5.72,138.14,2211.88,8319.43,1.02,42.05,130.47,2387.94,8080.24,9.3371,0.02,332,2212,100.0,10.49,6.433,0,Resampled
124,37,20.0038,0.7,100.0,491.19,607.03,1484.24,1237.83,9.35,13.65,334.93,2323.98,8738.55,1.08,44.19,314.97,2388.13,8073.28,9.1683,0.02,364,2324,100.0,24.66,14.766,0,Resampled
233,99,42.003,0.84,100.0,445.0,548.76,1350.67,1124.61,3.91,5.71,137.86,2211.92,8328.24,1.02,42.17,130.77,2387.96,8083.39,9.3529,0.02,329,2212,100.0,10.69,6.396,0,Resampled
31,134,25.0056,0.62,60.0,462.54,536.82,1261.96,1039.6,7.05,9.03,175.39,1915.42,8016.49,0.94,36.73,164.62,2028.32,7881.2,10.8742,0.02,308,1915,84.93,14.36,8.4797,0,Resampled
238,74,42.0048,0.8413,100.0,445.0,549.34,1356.87,1125.95,3.91,5.72,138.39,2211.7,8304.59,1.02,42.22,130.35,2387.79,8080.84,9.3788,0.02,330,2212,100.0,10.62,6.3331,0,Resampled
20,87,25.0003,0.6214,60.0,462.54,537.06,1265.71,1056.25,7.05,9.03,175.68,1915.26,8011.83,0.94,36.9,164.57,2028.13,7873.77,10.9485,0.02,307,1915,84.93,14.34,8.6084,0,Resampled
199,143,20.0041,0.7015,100.0,491.19,607.4,1488.07,1249.72,9.35,13.66,334.28,2324.04,8746.46,1.08,44.43,314.86,2388.17,8073.36,9.2225,0.02,366,2324,100.0,24.49,14.6377,0,Resampled
240,158,24.9995,0.6212,60.0,462.54,536.96,1263.57,1047.35,7.05,9.02,174.99,1915.38,8015.0,0.94,36.98,165.34,2028.26,7873.8,10.9298,0.02,307,1915,84.93,14.12,8.7645,0,Resampled
183,125,20.0031,0.7011,100.0,491.19,607.98,1488.44,1258.43,9.35,13.66,334.26,2323.93,8714.65,1.08,44.72,314.37,2388.09,8048.05,9.2271,0.02,366,2324,100.0,24.21,14.5668,0,Resampled
151,122,25.003,0.6215,60.0,462.54,537.06,1257.91,1048.99,7.05,9.02,175.66,1915.18,8005.85,0.94,36.9,164.72,2028.11,7866.78,10.9343,0.02,307,1915,84.93,14.39,8.4813,0,Resampled
41,187,20.0003,0.7001,100.0,491.19,607.83,1484.61,1256.39,9.35,13.66,334.07,2324.04,8733.98,1.08,44.35,315.15,2388.17,8073.7,9.2148,0.02,366,2324,100.0,24.58,14.6972,0,Resampled
149,166,25.0046,0.6218,60.0,462.54,537.14,1258.82,1049.31,7.05,9.03,175.63,1915.46,8015.3,0.94,36.74,164.91,2028.44,7880.27,10.9123,0.02,309,1915,84.93,14.14,8.6384,0,Resampled
187,34,41.9995,0.8406,100.0,445.0,549.32,1348.5,1122.23,3.91,5.71,138.89,2212.06,8324.43,1.02,41.74,131.34,2388.1,8091.1,9.3141,0.02,329,2212,100.0,10.8,6.3834,0,Resampled
51,127,42.0073,0.84,100.0,445.0,549.13,1351.15,1123.43,3.91,5.72,138.43,2212.04,8325.07,1.02,41.77,130.79,2388.08,8089.78,9.3241,0.02,330,2212,100.0,10.51,6.3366,0,Resampled
195,137,0.0026,0.0016,100.0,518.67,643.28,1590.2,1412.69,14.62,21.61,553.24,2388.15,9055.34,1.3,47.72,520.75,2388.17,8134.21,8.4731,0.03,394,2388,100.0,38.82,23.2639,0,Resampled
81,176,42.0006,0.8418,100.0,445.0,549.48,1348.84,1125.26,3.91,5.72,138.83,2212.22,8339.71,1.02,41.98,130.59,2388.36,8105.92,9.3546,0.02,330,2212,100.0,10.77,6.3618,0,Resampled
170,64,42.0018,0.84,100.0,445.0,549.81,1360.03,1122.64,3.91,5.72,138.73,2211.78,8328.78,1.02,42.07,130.72,2387.81,8082.69,9.3903,0.02,331,2212,100.0,10.5,6.314,0,Resampled
159,62,35.0049,0.8415,100.0,449.44,556.08,1366.95,1134.03,5.48,8.0,194.7,2222.88,8345.82,1.02,42.07,182.71,2387.95,8058.29,9.3463,0.02,334,2223,100.0,14.75,8.9383,0,Resampled
171,187,20.0047,0.7012,100.0,491.19,607.68,1481.71,1239.62,9.35,13.66,334.43,2324.13,8744.87,1.08,44.31,315.01,2388.17,8075.39,9.1959,0.02,364,2324,100.0,24.66,14.6454,0,Resampled
85,103,0.0006,0.0016,100.0,518.67,642.9,1589.01,1406.91,14.62,21.61,553.55,2388.1,9047.28,1.3,47.47,521.46,2388.14,8128.57,8.3976,0.03,392,2388,100.0,39.0,23.1865,0,Resampled
248,15,10.004,0.25,100.0,489.05,604.37,1496.73,1310.96,10.52,15.49,394.53,2318.9,8774.65,1.26,45.42,371.91,2388.09,8135.29,8.6578,0.03,370,2319,100.0,28.64,17.1597,0,Resampled
230,61,41.9997,0.84,100.0,445.0,549.5,1347.74,1121.13,3.91,5.72,139.29,2212.02,8329.2,1.02,41.97,130.76,2388.14,8093.55,9.3626,0.02,331,2212,100.0,10.7,6.2994,0,Resampled
118,254,0.0021,0.0008,100.0,518.67,642.87,1590.64,1406.21,14.62,21.61,553.66,2388.08,9080.63,1.3,47.63,521.69,2388.12,8162.92,8.4409,0.03,394,2388,100.0,38.63,23.2884,0,Resampled
84,51,20.006,0.7005,100.0,491.19,607.31,1484.65,1253.48,9.35,13.66,334.83,2323.92,8718.79,1.08,44.34,315.57,2388.08,8053.56,9.206,0.02,365,2324,100.0,24.6,14.6783,0,Resampled
116,163,20.0036,0.7016,100.0,491.19,607.79,1483.39,1256.21,9.35,13.66,334.61,2324.02,8728.38,1.08,44.58,314.65,2388.16,8063.87,9.2548,0.02,367,2324,100.0,24.3,14.7384,0,Resampled
207,66,42.0014,0.84,100.0,445.0,549.29,1342.02,1124.88,3.91,5.71,138.85,2211.9,8324.8,1.02,42.22,130.51,2388.0,8088.79,9.3812,0.02,330,2212,100.0,10.56,6.3528,0,Resampled
53,23,42.0021,0.84,100.0,445.0,549.29,1346.4,1117.22,3.91,5.72,138.3,2211.98,8317.49,1.02,41.76,131.02,2388.05,8084.37,9.3223,0.02,329,2212,100.0,10.55,6.4434,0,Resampled
248,189,25.0055,0.62,60.0,462.54,536.71,1269.31,1053.32,7.05,9.03,175.75,1915.48,8021.62,0.94,37.09,164.77,2028.34,7878.04,10.9902,0.02,307,1915,84.93,14.22,8.5351,0,Resampled
256,77,42.0062,0.8414,100.0,445.0,549.37,1360.84,1124.6,3.91,5.72,138.88,2211.9,8323.31,1.02,42.05,130.82,2387.98,8089.41,9.3444,0.02,330,2212,100.0,10.55,6.3284,0,Resampled
57,73,10.0022,0.2514,100.0,489.05,604.44,1495.96,1303.42,10.52,15.49,393.98,2318.98,8783.8,1.26,45.46,371.61,2388.1,8132.19,8.6569,0.03,370,2319,100.0,28.57,17.1704,0,Resampled
99,159,25.0041,0.6209,60.0,462.54,536.92,1261.98,1042.37,7.05,9.03,175.13,1915.22,8008.04,0.94,37.02,164.66,2028.08,7865.02,10.9198,0.02,307,1915,84.93,14.25,8.5844,0,Resampled
91,179,0.0003,0.0019,100.0,518.67,643.02,1584.18,1412.59,14.62,21.61,553.41,2388.16,9055.94,1.3,47.46,521.21,2388.13,8132.04,8.4528,0.03,393,2388,100.0,38.93,23.2066,0,Resampled
172,5,0.0007,0.0,100.0,518.67,642.11,1590.93,1409.72,14.62,21.61,553.09,2388.14,9041.77,1.3,47.52,521.3,2388.14,8126.79,8.4708,0.03,394,2388,100.0,38.79,23.2246,0,Resampled
52,43,35.0004,0.8415,100.0,449.44,555.28,1361.11,1132.71,5.48,8.0,193.82,2222.72,8335.58,1.02,42.08,182.4,2387.83,8060.88,9.2996,0.02,333,2223,100.0,14.9,8.914,0,Resampled
20,59,20.007,0.7012,100.0,491.19,607.65,1487.05,1254.02,9.35,13.66,334.47,2324.01,8725.84,1.08,44.63,314.24,2388.11,8060.1,9.2539,0.03,366,2324,100.0,24.42,14.5799,0,Resampled
193,20,10.0012,0.251,100.0,489.05,604.52,1500.51,1308.29,10.52,15.49,394.18,2318.92,8775.6,1.26,45.39,371.32,2388.14,8129.07,8.6624,0.03,369,2319,100.0,28.5,17.1819,0,Resampled
236,28,35.0027,0.84,100.0,449.44,555.79,1372.57,1136.27,5.48,8.0,194.02,2222.97,8360.48,1.02,42.13,183.1,2388.04,8067.03,9.3347,0.02,336,2223,100.0,14.97,8.9436,0,Resampled
85,258,24.9992,0.6219,60.0,462.54,537.12,1264.95,1052.81,7.05,9.03,175.43,1915.2,8008.26,0.94,37.02,163.98,2028.08,7872.78,10.9259,0.02,309,1915,84.93,14.24,8.5042,0,Resampled
256,58,10.0057,0.25,100.0,489.05,604.19,1494.52,1306.89,10.52,15.49,395.08,2318.9,8777.51,1.26,45.27,371.56,2388.16,8127.29,8.6521,0.03,370,2319,100.0,28.46,17.2174,0,Resampled
217,51,19.9997,0.7016,100.0,491.19,607.05,1470.54,1242.0,9.35,13.65,334.68,2323.92,8729.19,1.08,44.21,315.16,2388.04,8065.65,9.1831,0.02,364,2324,100.0,24.51,14.7099,0,Resampled
219,64,41.9994,0.84,100.0,445.0,549.55,1350.43,1129.49,3.91,5.72,138.91,2212.02,8334.67,1.02,42.15,130.76,2388.04,8088.85,9.3507,0.02,330,2212,100.0,10.54,6.4185,0,Resampled
137,68,19.9985,0.7,100.0,491.19,607.83,1487.07,1251.08,9.35,13.66,334.97,2324.05,8726.92,1.08,44.56,314.17,2388.17,8061.47,9.2288,0.02,366,2324,100.0,24.58,14.6612,0,Resampled
235,121,0.0028,0.0,100.0,518.67,643.1,1589.6,1413.28,14.62,21.61,552.89,2388.14,9063.56,1.3,47.61,520.9,2388.15,8136.49,8.473,0.03,392,2388,100.0,38.71,23.1915,0,Resampled
107,87,42.0035,0.84,100.0,445.0,549.71,1355.06,1120.3,3.91,5.72,138.58,2211.91,8328.71,1.02,42.09,130.36,2388.0,8089.98,9.361,0.02,333,2212,100.0,10.57,6.3196,0,Resampled
199,70,25.0004,0.62,60.0,462.54,537.0,1258.87,1052.28,7.05,9.02,175.73,1915.45,8014.57,0.94,36.72,164.51,2028.29,7880.15,10.8896,0.02,307,1915,84.93,14.22,8.5984,0,Resampled
47,136,25.0068,0.62,60.0,462.54,536.58,1259.95,1053.19,7.05,9.02,175.46,1915.54,8019.46,0.94,36.61,164.4,2028.4,7883.44,10.8768,0.02,307,1915,84.93,14.34,8.6356,0,Resampled
207,32,35.0045,0.8412,100.0,449.44,555.87,1366.18,1133.62,5.48,8.0,194.66,2222.92,8349.64,1.02,41.96,182.91,2388.03,8071.25,9.3281,0.02,335,2223,100.0,14.71,8.8759,0,Resampled
49,113,35.0026,0.84,100.0,449.44,556.11,1356.21,1132.33,5.48,8.0,195.11,2223.28,8366.52,1.02,41.68,183.33,2388.33,8084.32,9.3219,0.02,333,2223,100.0,14.79,9.012,0,Resampled
27,74,25.0015,0.62,60.0,462.54,537.2,1255.54,1041.35,7.05,9.02,175.38,1915.28,8015.09,0.94,36.73,164.69,2028.12,7873.94,10.8924,0.02,306,1915,84.93,14.22,8.5372,0,Resampled
114,138,20.0014,0.7,100.0,491.19,607.51,1487.52,1253.52,9.35,13.66,334.44,2324.13,8752.35,1.08,44.3,315.46,2388.21,8084.96,9.1814,0.02,365,2324,100.0,24.34,14.7523,0,Resampled
82,152,35.005,0.84,100.0,449.44,556.3,1376.24,1137.98,5.48,8.0,194.01,2223.03,8365.34,1.02,42.11,182.76,2388.15,8071.29,9.381,0.02,336,2223,100.0,14.71,8.8374,0,Resampled
255,135,0.0009,0.0,100.0,518.67,641.96,1578.41,1403.02,14.62,21.61,554.5,2388.02,9070.71,1.3,47.44,521.57,2388.02,8145.49,8.4284,0.03,392,2388,100.0,38.98,23.4196,0,Resampled
7,7,20.0,0.7,100.0,491.19,607.2,1492.18,1250.88,9.35,13.65,335.16,2323.93,8711.15,1.08,44.29,315.44,2388.04,8057.72,9.2037,0.02,364,2324,100.0,24.49,14.7349,0,Resampled
24,53,25.0007,0.62,60.0,462.54,536.44,1259.0,1046.28,7.05,9.03,175.65,1915.37,8006.78,0.94,36.65,165.01,2028.24,7870.18,10.9097,0.02,307,1915,84.93,14.28,8.6489,0,Resampled
229,68,0.0011,0.0014,100.0,518.67,642.5,1585.01,1406.98,14.62,21.61,554.17,2388.13,9050.04,1.3,47.41,521.44,2388.07,8128.55,8.4382,0.03,392,2388,100.0,38.65,23.3526,0,Resampled
167,90,35.0037,0.8401,100.0,449.44,555.46,1364.05,1118.51,5.48,8.0,194.77,2223.12,8353.45,1.02,41.87,183.21,2388.14,8074.73,9.2799,0.02,333,2223,100.0,14.89,8.9724,0,Resampled
41,133,19.9995,0.7,100.0,491.19,607.5,1480.92,1249.64,9.35,13.66,334.95,2324.06,8739.08,1.08,44.31,314.82,2388.17,8073.49,9.2349,0.02,365,2324,100.0,24.43,14.7828,0,Resampled
66,131,20.0064,0.7,100.0,491.19,608.06,1488.21,1258.37,9.35,13.66,334.31,2324.07,8724.49,1.07,44.56,314.6,2388.18,8062.2,9.2684,0.03,368,2324,100.0,24.48,14.7003,0,Resampled
48,30,20.0046,0.7,100.0,491.19,606.85,1480.06,1247.3,9.35,13.65,334.59,2323.9,8727.17,1.08,44.36,314.94,2388.02,8050.25,9.1825,0.02,363,2324,100.0,24.51,14.6236,0,Resampled
125,35,20.0005,0.7,100.0,491.19,607.14,1481.77,1246.51,9.35,13.65,335.73,2323.92,8714.33,1.08,44.25,315.58,2388.03,8063.32,9.1793,0.02,365,2324,100.0,24.53,14.6794,0,Resampled
230,54,9.9988,0.2503,100.0,489.05,604.35,1495.72,1299.73,10.52,15.49,394.3,2318.8,8786.08,1.26,45.23,371.51,2388.08,8142.18,8.6453,0.03,368,2319,100.0,28.52,17.1854,0,Resampled
126,53,20.0009,0.7017,100.0,491.19,606.98,1484.68,1244.55,9.35,13.66,334.82,2323.97,8728.71,1.08,44.2,315.56,2388.11,8063.91,9.2171,0.02,364,2324,100.0,24.49,14.7137,0,Resampled
126,76,41.9995,0.84,100.0,445.0,549.72,1357.58,1121.71,3.91,5.71,139.36,2212.0,8328.28,1.02,42.06,130.3,2388.16,8087.74,9.3833,0.02,331,2212,100.0,10.59,6.4207,0,Resampled
13,73,24.9987,0.62,60.0,462.54,536.51,1262.2,1042.5,7.05,9.02,175.63,1915.37,8008.17,0.94,36.49,164.33,2028.19,7874.87,10.8962,0.02,307,1915,84.93,14.39,8.5817,0,Resampled
209,26,20.002,0.7,100.0,491.19,607.83,1488.92,1258.35,9.35,13.66,334.22,2323.99,8718.85,1.08,44.48,314.61,2388.12,8062.82,9.2401,0.02,364,2324,100.0,24.51,14.6469,0,Resampled
51,50,42.0034,0.841,100.0,445.0,549.2,1354.4,1119.85,3.91,5.71,139.21,2211.98,8319.56,1.02,41.75,131.18,2388.08,8091.51,9.3063,0.02,329,2212,100.0,10.76,6.4312,0,Resampled
248,71,41.9986,0.84,100.0,445.0,549.02,1351.82,1130.47,3.91,5.71,138.3,2211.88,8319.26,1.02,42.12,130.38,2387.94,8089.72,9.3688,0.02,333,2212,100.0,10.57,6.353,0,Resampled
154,60,10.0072,0.2507,100.0,489.05,604.73,1508.34,1314.11,10.52,15.49,394.26,2318.94,8770.01,1.26,45.55,371.73,2388.13,8125.6,8.6537,0.03,370,2319,100.0,28.59,17.2329,0,Resampled
101,26,34.999,0.8417,100.0,449.44,555.86,1357.14,1134.81,5.48,8.0,195.09,2222.84,8345.93,1.02,41.82,183.08,2387.95,8063.2,9.3459,0.02,334,2223,100.0,15.0,9.0311,0,Resampled
220,20,42.008,0.8419,100.0,445.0,549.68,1355.35,1125.58,3.91,5.71,138.68,2211.71,8312.7,1.02,42.04,130.46,2387.75,8071.93,9.3633,0.02,331,2212,100.0,10.74,6.4281,0,Resampled
